sizes,url,price,popularity,update,colors,mainimg,shoeno,images,title,property,market
"39,40,41,42,43,44",https://zhenxing.sooxie.com/155328.aspx,48,25,今日新款，放心上传,"黑色,白色,橘色",http://data.xiedu.biz/index/big/131369208691250000298998.JPG,201,"https://images.xiedu.biz/upload/201704191323128906169798.jpg!bac,https://images.xiedu.biz/upload/201704191323262031651876.jpg!bac,https://images.xiedu.biz/upload/201704191323402500735760.jpg!bac,https://images.xiedu.biz/upload/201704191323521718057464.jpg!bac,https://images.xiedu.biz/upload/201704191324015000115025.jpg!bac,https://images.xiedu.biz/upload/201704191325464375566975.jpg!bac,https://images.xiedu.biz/upload/201704191325506250739134.jpg!bac,https://images.xiedu.biz/upload/201704191325534062387121.jpg!bac,https://images.xiedu.biz/upload/201704191325565625130037.jpg!bac,https://images.xiedu.biz/upload/201704191325589062779402.jpg!bac,https://images.xiedu.biz/upload/201704191326022812633756.jpg!bac,https://images.xiedu.biz/upload/201704191326041406520346.jpg!bac,https://images.xiedu.biz/upload/201704191326059218915192.jpg!bac,https://images.xiedu.biz/upload/201704191326076406406343.jpg!bac,https://images.xiedu.biz/upload/201704191326099218927760.jpg!bac,https://images.xiedu.biz/upload/201704191326120156513839.jpg!bac,https://images.xiedu.biz/upload/201704191326137812544887.jpg!bac,https://images.xiedu.biz/upload/201704191326162187049794.jpg!bac,https://images.xiedu.biz/upload/201704191326185312747311.jpg!bac,https://images.xiedu.biz/upload/201704191326199531635279.jpg!bac,https://images.xiedu.biz/upload/201704191326216875490227.jpg!bac,https://images.xiedu.biz/upload/201704191326229218218604.jpg!bac,https://images.xiedu.biz/upload/201704191326250937296428.jpg!bac,https://images.xiedu.biz/upload/201704191326272031470558.jpg!bac,https://images.xiedu.biz/upload/201704191326295468895669.jpg!bac,https://images.xiedu.biz/upload/201704191326322187100064.jpg!bac,https://images.xiedu.biz/upload/201704191326354062019081.jpg!bac,https://images.xiedu.biz/upload/201704191326380781223476.jpg!bac,https://images.xiedu.biz/upload/201704191326401718585302.jpg!bac","
                                        草编单层皮休闲鞋","[{u'\u978b\u5934\u6b3e\u5f0f': u'\u5706\u5934'}, {u'\u95ed\u5408\u65b9\u5f0f': u'\u7cfb\u5e26'}, {u'\u978b\u5e95\u6750\u8d28': u'\u6a61\u80f6'}, {u'\u978b\u9762\u6750\u8d28': u'\u7f51\u5e03'}, {u'\u5e2e\u9762\u6750\u8d28': u'\u7f51\u5e03'}, {u'\u978b\u9762\u5185\u91cc\u6750\u8d28': u'\u5e03'}, {u'\u5236\u4f5c\u5de5\u827a': u'\u80f6\u7c98\u978b'}, {u'\u978b\u8ddf': u'\u5e73\u8ddf'}, {u'\u56fe\u6848': u'\u7eaf\u8272'}, {u'\u6d41\u884c\u5143\u7d20': u'\u8f66\u7f1d\u7ebf'}, {u'\u98ce\u683c': u'\u9752\u6625\u6f6e\u6d41'}, {u'\u573a\u5408': u'\u65e5\u5e38'}, {u'\u5b63\u8282': u'\u6625\u79cb'}, {u'\u4ef7\u683c\u533a\u95f4': u'71-120\u5143'}, {u'\u6b3e\u5f0f': u'\u6237\u5916\u4f11\u95f2\u978b'}, {u'\u529f\u80fd': u'\u900f\u6c14'}, {u'\u9002\u7528\u5bf9\u8c61': u'\u9752\u5e74'}]",幸福街市场
"39,40,41,42,43,44",https://xiaoming.sooxie.com/154628.aspx,35,47,今日新款，放心上传,"黑色,灰色",http://data.xiedu.biz/index/big/131369211286718750262568.jpg,G8805,"https://images.xiedu.biz/upload/201704180555212812272215.jpg!bac,https://images.xiedu.biz/upload/201704180555223125701458.jpg!bac,https://images.xiedu.biz/upload/201704180555234531350039.jpg!bac,https://images.xiedu.biz/upload/201704180555425156287683.jpg!bac,https://images.xiedu.biz/upload/201704180555454843095262.jpg!bac","
                                        小明鞋业新款中国龙豆豆鞋G8805码数39-44 批35元","[{u'\u98ce\u683c': u'\u9752\u6625\u6f6e\u6d41'}, {u'\u978b\u5934\u6b3e\u5f0f': u'\u5305\u5934'}, {u'\u95ed\u5408\u65b9\u5f0f': u'\u642d\u6263'}, {u'\u978b\u5e95\u6750\u8d28': u'\u6a61\u80f6'}, {u'\u978b\u9762\u6750\u8d28': u'PU'}, {u'\u5236\u4f5c\u5de5\u827a': u'\u80f6\u7c98\u978b'}, {u'\u978b\u8ddf': u'\u5e73\u8ddf'}, {u'\u6d41\u884c\u5143\u7d20': u'\u8f66\u7f1d\u7ebf'}, {u'\u56fe\u6848': u'\u7eaf\u8272'}, {u'\u5b63\u8282': u'\u590f\u5b63'}, {u'\u573a\u5408': u'\u65e5\u5e38'}]",幸福街市场
"39,40,41,42,43,44",https://zhenxing.sooxie.com/155328.aspx,48,25,今日新款，放心上传,"黑色,白色,橘色","http://data.xiedu.biz/index/big/131369544773750000127713.jpg,https://images.xiedu.biz/upload/201704181004505000658929.jpg!bac,https://images.xiedu.biz/upload/201704181004542031068314.jpg!bac,https://images.xiedu.biz/upload/201704181004574687479075.jpg!bac,https://images.xiedu.biz/upload/201704181005004687238501.jpg!bac",201,"https://images.xiedu.biz/upload/201704191323128906169798.jpg!bac,https://images.xiedu.biz/upload/201704191323262031651876.jpg!bac,https://images.xiedu.biz/upload/201704191323402500735760.jpg!bac,https://images.xiedu.biz/upload/201704191323521718057464.jpg!bac,https://images.xiedu.biz/upload/201704191324015000115025.jpg!bac,https://images.xiedu.biz/upload/201704191325464375566975.jpg!bac,https://images.xiedu.biz/upload/201704191325506250739134.jpg!bac,https://images.xiedu.biz/upload/201704191325534062387121.jpg!bac,https://images.xiedu.biz/upload/201704191325565625130037.jpg!bac,https://images.xiedu.biz/upload/201704191325589062779402.jpg!bac,https://images.xiedu.biz/upload/201704191326022812633756.jpg!bac,https://images.xiedu.biz/upload/201704191326041406520346.jpg!bac,https://images.xiedu.biz/upload/201704191326059218915192.jpg!bac,https://images.xiedu.biz/upload/201704191326076406406343.jpg!bac,https://images.xiedu.biz/upload/201704191326099218927760.jpg!bac,https://images.xiedu.biz/upload/201704191326120156513839.jpg!bac,https://images.xiedu.biz/upload/201704191326137812544887.jpg!bac,https://images.xiedu.biz/upload/201704191326162187049794.jpg!bac,https://images.xiedu.biz/upload/201704191326185312747311.jpg!bac,https://images.xiedu.biz/upload/201704191326199531635279.jpg!bac,https://images.xiedu.biz/upload/201704191326216875490227.jpg!bac,https://images.xiedu.biz/upload/201704191326229218218604.jpg!bac,https://images.xiedu.biz/upload/201704191326250937296428.jpg!bac,https://images.xiedu.biz/upload/201704191326272031470558.jpg!bac,https://images.xiedu.biz/upload/201704191326295468895669.jpg!bac,https://images.xiedu.biz/upload/201704191326322187100064.jpg!bac,https://images.xiedu.biz/upload/201704191326354062019081.jpg!bac,https://images.xiedu.biz/upload/201704191326380781223476.jpg!bac,https://images.xiedu.biz/upload/201704191326401718585302.jpg!bac","
                                        草编单层皮休闲鞋","[{u'\u978b\u5934\u6b3e\u5f0f': u'\u5706\u5934'}, {u'\u95ed\u5408\u65b9\u5f0f': u'\u5957\u811a'}, {u'\u978b\u5e95\u6750\u8d28': u'\u6a61\u80f6'}, {u'\u978b\u9762\u6750\u8d28': u'PU'}, {u'\u5e2e\u9762\u6750\u8d28': u'PU'}, {u'\u6750\u8d28\u5de5\u827a': u'\u8f6f\u9762\u76ae'}, {u'\u978b\u9762\u5185\u91cc\u6750\u8d28': u'\u5e03'}, {u'\u5236\u4f5c\u5de5\u827a': u'\u80f6\u7c98\u978b'}, {u'\u978b\u8ddf': u'\u5e73\u8ddf'}, {u'\u56fe\u6848': u'\u7eaf\u8272'}, {u'\u6d41\u884c\u5143\u7d20': u'\u8f66\u7f1d\u7ebf'}, {u'\u98ce\u683c': u'\u5546\u52a1'}, {u'\u573a\u5408': u'\u65e5\u5e38'}, {u'\u5b63\u8282': u'\u6625\u79cb'}, {u'\u6b3e\u5f0f': u'\u5546\u52a1\u4f11\u95f2\u978b'}, {u'\u529f\u80fd': u'\u900f\u6c14'}]",幸福街市场
"39,40,41,42,43,44",https://zuyi.sooxie.com/155106.aspx,33,14,今日新款，放心上传,"白红,白灰,白黑",http://data.xiedu.biz/index/big/131370419162500000489878.jpg,61201,"https://images.xiedu.biz/upload/201704190311329062752494.jpg!bac,https://images.xiedu.biz/upload/201704190311343750180360.jpg!bac,https://images.xiedu.biz/upload/201704190311351406958267.jpg!bac,https://images.xiedu.biz/upload/201704190311359375688021.jpg!bac,https://images.xiedu.biz/upload/201704190311367968321469.jpg!bac,https://images.xiedu.biz/upload/201704190311375156559479.jpg!bac,https://images.xiedu.biz/upload/201704190311381093541592.jpg!bac,https://images.xiedu.biz/upload/201704190311387343699805.jpg!bac,https://images.xiedu.biz/upload/201704190311392500414427.jpg!bac,https://images.xiedu.biz/upload/201704190311398437620793.jpg!bac,https://images.xiedu.biz/upload/201704190311405156318904.jpg!bac,https://images.xiedu.biz/upload/201704190311412187968863.jpg!bac,https://images.xiedu.biz/upload/201704190311418593490874.jpg!bac,https://images.xiedu.biz/upload/201704190311425625365086.jpg!bac,https://images.xiedu.biz/upload/201704190311431406983402.jpg!bac,https://images.xiedu.biz/upload/201704190311438750585208.jpg!bac,https://images.xiedu.biz/upload/201704190311444531203524.jpg!bac,https://images.xiedu.biz/upload/201704190311450937949788.jpg!bac,https://images.xiedu.biz/upload/201704190312439218313619.jpg!bac,https://images.xiedu.biz/upload/201704190312446250963578.jpg!bac,https://images.xiedu.biz/upload/201704190312451718630046.jpg!bac,https://images.xiedu.biz/upload/201704190312460468851545.jpg!bac,https://images.xiedu.biz/upload/201704190312468125629452.jpg!bac","
                                        夏季爆款潮拖","[{u'\u978b\u5934\u6b3e\u5f0f': u'\u5706\u5934'}, {u'\u95ed\u5408\u65b9\u5f0f': u'\u5957\u811a'}, {u'\u978b\u5e95\u6750\u8d28': u'\u6a61\u80f6'}, {u'\u978b\u9762\u6750\u8d28': u'PU'}, {u'\u978b\u9762\u5185\u91cc\u6750\u8d28': u'\u5e03'}, {u'\u5236\u4f5c\u5de5\u827a': u'\u80f6\u7c98\u978b'}, {u'\u978b\u8ddf': u'\u5e73\u8ddf'}, {u'\u56fe\u6848': u'\u7eaf\u8272'}, {u'\u6d41\u884c\u5143\u7d20': u'\u8f66\u7f1d\u7ebf'}, {u'\u98ce\u683c': u'\u9752\u6625\u6f6e\u6d41'}, {u'\u573a\u5408': u'\u65e5\u5e38'}, {u'\u5b63\u8282': u'\u6625\u79cb'}, {u'\u6b3e\u5f0f': u'\u6237\u5916\u4f11\u95f2\u978b'}, {u'\u9002\u7528\u5bf9\u8c61': u'\u9752\u5e74'}]",幸福街市场
"36,37,38,39,40",https://tianqiao.sooxie.com/155061.aspx,30,19,今日新款，放心上传,"黑色,白粉,白灰","http://data.xiedu.biz/index/big/131370128532968750400449.jpg,https://images.xiedu.biz/upload/201704190214220000302461.jpg!bac,https://images.xiedu.biz/upload/201704190214280781313057.jpg!bac",B26,"https://images.xiedu.biz/upload/201704190021388281732309.jpg!bac,https://images.xiedu.biz/upload/201704190021410000810133.jpg!bac,https://images.xiedu.biz/upload/201704190021425781681591.jpg!bac,https://images.xiedu.biz/upload/201704190021435937522783.jpg!bac,https://images.xiedu.biz/upload/201704190021445937775925.jpg!bac,https://images.xiedu.biz/upload/201704190021456562932762.jpg!bac,https://images.xiedu.biz/upload/201704190021472187440423.jpg!bac,https://images.xiedu.biz/upload/201704190021488437851778.jpg!bac,https://images.xiedu.biz/upload/201704190021503906771389.jpg!bac,https://images.xiedu.biz/upload/201704190021522500657980.jpg!bac,https://images.xiedu.biz/upload/201704190021538125165640.jpg!bac,https://images.xiedu.biz/upload/201704190021563281162292.jpg!bac,https://images.xiedu.biz/upload/201704190021577968590158.jpg!bac,https://images.xiedu.biz/upload/201704190021590937446483.jpg!bac,https://images.xiedu.biz/upload/201704190022008281301431.jpg!bac,https://images.xiedu.biz/upload/201704190022024843664634.jpg!bac,https://images.xiedu.biz/upload/201704190022039843044347.jpg!bac,https://images.xiedu.biz/upload/201704190022049531345641.jpg!bac,https://images.xiedu.biz/upload/201704190022061562122171.jpg!bac,https://images.xiedu.biz/upload/201704190022070000391822.jpg!bac,https://images.xiedu.biz/upload/201704190022080781136709.jpg!bac","
                                        小白鞋","[{u'\u978b\u5e95\u6750\u8d28': u'\u6a61\u80f6'}, {u'\u978b\u9762\u6750\u8d28': u'PU'}, {u'\u9002\u7528\u5b63\u8282': u'\u590f\u5b63'}, {u'\u5236\u4f5c\u5de5\u827a': u'\u80f6\u7c98\u978b'}, {u'\u56fe\u6848': u'\u7eaf\u8272'}, {u'\u6d41\u884c\u5143\u7d20': u'\u8f66\u7f1d\u7ebf'}, {u'\u978b\u8ddf': u'\u5e73\u8ddf'}, {u'\u573a\u5408': u'\u65e5\u5e38'}, {u'\u529f\u80fd': u'\u900f\u6c14'}, {u'\u9002\u7528\u5bf9\u8c61': u'\u9752\u5e74'}]",幸福街市场
"25,26,27,28,29,30,31,32,33,34,35,36,37,38,39",https://juren.sooxie.com/155405.aspx,38,7,今日新款，放心上传,"黑宝蓝,深蓝红","http://data.xiedu.biz/index/big/131370135525625000208133.JPG,https://images.xiedu.biz/upload/201704190227536093170698.jpg!bac,https://images.xiedu.biz/upload/201704190227544687028400.jpg!bac,https://images.xiedu.biz/upload/201704190227552812121951.jpg!bac,https://images.xiedu.biz/upload/201704190227559531820062.jpg!bac,https://images.xiedu.biz/upload/201704190227569375709407.jpg!bac",606,"https://images.xiedu.biz/upload/201704191522251875243787.jpg!bac,https://images.xiedu.biz/upload/201704191522348906172023.jpg!bac,https://images.xiedu.biz/upload/201704191522404062152354.jpg!bac,https://images.xiedu.biz/upload/201704191522478750099071.jpg!bac,https://images.xiedu.biz/upload/201704191522505781255313.jpg!bac,https://images.xiedu.biz/upload/201704191522576406931001.jpg!bac,https://images.xiedu.biz/upload/201704191523015468863773.jpg!bac,https://images.xiedu.biz/upload/201704191523048906766280.jpg!bac,https://images.xiedu.biz/upload/201704191523098437492092.jpg!bac,https://images.xiedu.biz/upload/201704191523155781583860.jpg!bac,https://images.xiedu.biz/upload/201704191523192656405195.jpg!bac,https://images.xiedu.biz/upload/201704191523269375875299.jpg!bac,https://images.xiedu.biz/upload/201704191523298593142980.jpg!bac,https://images.xiedu.biz/upload/201704191523356093598546.jpg!bac,https://images.xiedu.biz/upload/201704191523424687750846.jpg!bac,https://images.xiedu.biz/upload/201704191523463281367974.jpg!bac,https://images.xiedu.biz/upload/201704191523493437491196.jpg!bac,https://images.xiedu.biz/upload/201704191523557343693026.jpg!bac,https://images.xiedu.biz/upload/201704191524087031032023.jpg!bac,https://images.xiedu.biz/upload/201704191524149687977957.jpg!bac,https://images.xiedu.biz/upload/201704191524227187939807.jpg!bac,https://images.xiedu.biz/upload/201704191525257968379491.jpg!bac,https://images.xiedu.biz/upload/201704191525279062553621.jpg!bac,https://images.xiedu.biz/upload/201704191525290312838405.jpg!bac,https://images.xiedu.biz/upload/201704191525308281821301.jpg!bac,https://images.xiedu.biz/upload/201704191525325625676249.jpg!bac,https://images.xiedu.biz/upload/201704191525340937007810.jpg!bac,https://images.xiedu.biz/upload/201704191525355312483828.jpg!bac,https://images.xiedu.biz/upload/201704191525370000911693.jpg!bac,https://images.xiedu.biz/upload/201704191525384843703356.jpg!bac,https://images.xiedu.biz/upload/201704191525417968429762.jpg!bac,https://images.xiedu.biz/upload/201704191525437812572248.jpg!bac,https://images.xiedu.biz/upload/201704191525466875251879.jpg!bac,https://images.xiedu.biz/upload/201704191525491562932886.jpg!bac,https://images.xiedu.biz/upload/201704191525517500645536.jpg!bac,https://images.xiedu.biz/upload/201704191525531250993606.jpg!bac,https://images.xiedu.biz/upload/201704191525555000594818.jpg!bac,https://images.xiedu.biz/upload/201704191525586718701531.jpg!bac","
                                        巨人网批 606 新款时尚儿童板鞋革面25-39 网布31-39批38",,幸福街市场
"39,40,41,42,43,44",https://yougou.sooxie.com/155260.aspx,42,22,今日新款，放心上传,"桔色,黑色,绿色,粉紫",http://data.xiedu.biz/index/big/131370061515625000407301.jpg,1706,"https://images.xiedu.biz/upload/201704191140207812334452.jpg!bac,https://images.xiedu.biz/upload/201704191140236406474184.jpg!bac,https://images.xiedu.biz/upload/201704191140262500774885.jpg!bac,https://images.xiedu.biz/upload/201704191140282968596813.jpg!bac,https://images.xiedu.biz/upload/201704191140296093041188.jpg!bac,https://images.xiedu.biz/upload/201704191140331718830880.jpg!bac,https://images.xiedu.biz/upload/201704191140349062910081.jpg!bac,https://images.xiedu.biz/upload/201704191140363750337946.jpg!bac,https://images.xiedu.biz/upload/201704191140384218159875.jpg!bac,https://images.xiedu.biz/upload/201704191140417968014229.jpg!bac,https://images.xiedu.biz/upload/201704191140440156631950.jpg!bac,https://images.xiedu.biz/upload/201704191140475000154150.jpg!bac,https://images.xiedu.biz/upload/201704191140495468976078.jpg!bac,https://images.xiedu.biz/upload/201704191140521093736881.jpg!bac,https://images.xiedu.biz/upload/201704191140539062719777.jpg!bac,https://images.xiedu.biz/upload/201704191140570312510845.jpg!bac,https://images.xiedu.biz/upload/201704191140591718412569.jpg!bac,https://images.xiedu.biz/upload/201704191141001562301914.jpg!bac,https://images.xiedu.biz/upload/201704191141020156188505.jpg!bac,https://images.xiedu.biz/upload/201704191141052187471318.jpg!bac,https://images.xiedu.biz/upload/201704191141066250995489.jpg!bac,https://images.xiedu.biz/upload/201704191141099062770047.jpg!bac,https://images.xiedu.biz/upload/201704191141116093673148.jpg!bac,https://images.xiedu.biz/upload/201704191141138906194564.jpg!bac,https://images.xiedu.biz/upload/201704191141157343717358.jpg!bac,https://images.xiedu.biz/upload/201704191141184843413498.jpg!bac,https://images.xiedu.biz/upload/201704191141206406903272.jpg!bac","
                                        优购鞋业 货号1706情侣款透气网布鞋女码35-40男码39-44批42","[{u'\u978b\u5934\u6b3e\u5f0f': u'\u5706\u5934'}, {u'\u95ed\u5408\u65b9\u5f0f': u'\u7cfb\u5e26'}, {u'\u978b\u5e95\u6750\u8d28': u'\u6a61\u80f6'}, {u'\u978b\u9762\u6750\u8d28': u'PU'}, {u'\u978b\u9762\u5185\u91cc\u6750\u8d28': u'\u5e03'}, {u'\u5236\u4f5c\u5de5\u827a': u'\u80f6\u7c98\u978b'}, {u'\u978b\u8ddf': u'\u5e73\u8ddf'}, {u'\u56fe\u6848': u'\u7eaf\u8272'}, {u'\u6d41\u884c\u5143\u7d20': u'\u8f66\u7f1d\u7ebf'}, {u'\u98ce\u683c': u'\u9752\u6625\u6f6e\u6d41'}, {u'\u573a\u5408': u'\u65e5\u5e38'}, {u'\u5b63\u8282': u'\u6625\u79cb'}, {u'\u6b3e\u5f0f': u'\u6237\u5916\u4f11\u95f2\u978b'}]",幸福街市场
"39,40,41,42,43,44",https://smxd.sooxie.com/155439.aspx,43,17,今日新款，放心上传,"黑白35--44,,黑红35--44","http://data.xiedu.biz/index/big/131370167728437500398475.jpg,https://images.xiedu.biz/upload/201704190321391562219766.jpg!bac,https://images.xiedu.biz/upload/201704190321405468155886.jpg!bac,https://images.xiedu.biz/upload/201704190321419375092007.jpg!bac,https://images.xiedu.biz/upload/201704190321432343724079.jpg!bac,https://images.xiedu.biz/upload/201704190321446406248249.jpg!bac",A592,"https://images.xiedu.biz/upload/201704191608227500410501.jpg!bac,https://images.xiedu.biz/upload/201704191608405937759311.jpg!bac,https://images.xiedu.biz/upload/201704191608430625440319.jpg!bac,https://images.xiedu.biz/upload/201704191608451093486500.jpg!bac,https://images.xiedu.biz/upload/201704191608471875484529.jpg!bac,https://images.xiedu.biz/upload/201704191608506562418678.jpg!bac,https://images.xiedu.biz/upload/201704191608531875003380.jpg!bac,https://images.xiedu.biz/upload/201704191608553906033052.jpg!bac,https://images.xiedu.biz/upload/201704191608587968839253.jpg!bac,https://images.xiedu.biz/upload/201704191609007187853792.jpg!bac,https://images.xiedu.biz/upload/201704191609035468041677.jpg!bac,https://images.xiedu.biz/upload/201704191609055156596114.jpg!bac,https://images.xiedu.biz/upload/201704191609080781356916.jpg!bac,https://images.xiedu.biz/upload/201704191609113906083322.jpg!bac,https://images.xiedu.biz/upload/201704191609142343859258.jpg!bac,https://images.xiedu.biz/upload/201704191609177968648949.jpg!bac,https://images.xiedu.biz/upload/201704191609211718503303.jpg!bac,https://images.xiedu.biz/upload/201704191609235000788871.jpg!bac,https://images.xiedu.biz/upload/201704191609255625198849.jpg!bac,https://images.xiedu.biz/upload/201704191609271562658357.jpg!bac,https://images.xiedu.biz/upload/201704191609293750276079.jpg!bac,https://images.xiedu.biz/upload/201704191609322187827762.jpg!bac,https://images.xiedu.biz/upload/201704191609348750668360.jpg!bac,https://images.xiedu.biz/upload/201704191609500156860928.jpg!bac","
                                        三毛女鞋  592情侣板鞋",,幸福街市场
"39,40,41,42,43,44",https://yougou.sooxie.com/155260.aspx,42,22,今日新款，放心上传,"桔色,黑色,绿色,粉紫",http://data.xiedu.biz/index/big/131370464899218750328367.jpg,1706,"https://images.xiedu.biz/upload/201704191140207812334452.jpg!bac,https://images.xiedu.biz/upload/201704191140236406474184.jpg!bac,https://images.xiedu.biz/upload/201704191140262500774885.jpg!bac,https://images.xiedu.biz/upload/201704191140282968596813.jpg!bac,https://images.xiedu.biz/upload/201704191140296093041188.jpg!bac,https://images.xiedu.biz/upload/201704191140331718830880.jpg!bac,https://images.xiedu.biz/upload/201704191140349062910081.jpg!bac,https://images.xiedu.biz/upload/201704191140363750337946.jpg!bac,https://images.xiedu.biz/upload/201704191140384218159875.jpg!bac,https://images.xiedu.biz/upload/201704191140417968014229.jpg!bac,https://images.xiedu.biz/upload/201704191140440156631950.jpg!bac,https://images.xiedu.biz/upload/201704191140475000154150.jpg!bac,https://images.xiedu.biz/upload/201704191140495468976078.jpg!bac,https://images.xiedu.biz/upload/201704191140521093736881.jpg!bac,https://images.xiedu.biz/upload/201704191140539062719777.jpg!bac,https://images.xiedu.biz/upload/201704191140570312510845.jpg!bac,https://images.xiedu.biz/upload/201704191140591718412569.jpg!bac,https://images.xiedu.biz/upload/201704191141001562301914.jpg!bac,https://images.xiedu.biz/upload/201704191141020156188505.jpg!bac,https://images.xiedu.biz/upload/201704191141052187471318.jpg!bac,https://images.xiedu.biz/upload/201704191141066250995489.jpg!bac,https://images.xiedu.biz/upload/201704191141099062770047.jpg!bac,https://images.xiedu.biz/upload/201704191141116093673148.jpg!bac,https://images.xiedu.biz/upload/201704191141138906194564.jpg!bac,https://images.xiedu.biz/upload/201704191141157343717358.jpg!bac,https://images.xiedu.biz/upload/201704191141184843413498.jpg!bac,https://images.xiedu.biz/upload/201704191141206406903272.jpg!bac","
                                        优购鞋业 货号1706情侣款透气网布鞋女码35-40男码39-44批42","[{u'\u978b\u5934\u6b3e\u5f0f': u'\u5706\u5934'}, {u'\u95ed\u5408\u65b9\u5f0f': u'\u7cfb\u5e26'}, {u'\u978b\u5e95\u6750\u8d28': u'\u6a61\u80f6'}, {u'\u978b\u9762\u6750\u8d28': u'PU'}, {u'\u978b\u9762\u5185\u91cc\u6750\u8d28': u'\u5e03'}, {u'\u5236\u4f5c\u5de5\u827a': u'\u80f6\u7c98\u978b'}, {u'\u978b\u8ddf': u'\u5e73\u8ddf'}, {u'\u56fe\u6848': u'\u7eaf\u8272'}, {u'\u6d41\u884c\u5143\u7d20': u'\u8f66\u7f1d\u7ebf'}, {u'\u98ce\u683c': u'\u9752\u6625\u6f6e\u6d41'}, {u'\u573a\u5408': u'\u65e5\u5e38'}, {u'\u5b63\u8282': u'\u6625\u79cb'}, {u'\u6b3e\u5f0f': u'\u6237\u5916\u4f11\u95f2\u978b'}]",幸福街市场
"35,36,37,38,39,40,41,42,43,44",https://weituo.sooxie.com/154603.aspx,38,43,今日新款，放心上传,"卡其,蓝色,红色","http://data.xiedu.biz/index/big/131370549635937500457362.jpg,https://images.xiedu.biz/upload/201704191401305156794936.jpg!bac,https://images.xiedu.biz/upload/201704191401497656667917.jpg!bac,https://images.xiedu.biz/upload/201704191402104687380714.jpg!bac,https://images.xiedu.biz/upload/201704191402191406103960.jpg!bac,https://images.xiedu.biz/upload/201704191402297812381643.jpg!bac",19,"https://images.xiedu.biz/upload/201704180216151093121625.jpg!bac,https://images.xiedu.biz/upload/201704180216273906174460.jpg!bac,https://images.xiedu.biz/upload/201704180216456406794300.jpg!bac,https://images.xiedu.biz/upload/201704180216501093981591.jpg!bac,https://images.xiedu.biz/upload/201704180216530000073171.jpg!bac,https://images.xiedu.biz/upload/201704180216548593184015.jpg!bac,https://images.xiedu.biz/upload/201704180216570468625636.jpg!bac,https://images.xiedu.biz/upload/201704180216584375561756.jpg!bac,https://images.xiedu.biz/upload/201704180216597500781879.jpg!bac,https://images.xiedu.biz/upload/201704180217015625352825.jpg!bac,https://images.xiedu.biz/upload/201704180217032968207773.jpg!bac,https://images.xiedu.biz/upload/201704180217044062904507.jpg!bac","
                                        wt-019花条草编鞋懒人鞋35-45P38","[{u'\u978b\u5934\u6b3e\u5f0f': u'\u5706\u5934'}, {u'\u95ed\u5408\u65b9\u5f0f': u'\u5957\u811a'}, {u'\u978b\u9762\u6750\u8d28': u'\u5e03'}, {u'\u978b\u9762\u5185\u91cc\u6750\u8d28': u'\u65e0\u5185\u91cc'}, {u'\u5236\u4f5c\u5de5\u827a': u'\u80f6\u7c98\u978b'}, {u'\u978b\u8ddf': u'\u5e73\u8ddf'}, {u'\u56fe\u6848': u'\u7eaf\u8272'}, {u'\u6d41\u884c\u5143\u7d20': u'\u8f66\u7f1d\u7ebf'}, {u'\u98ce\u683c': u'\u9752\u6625\u6f6e\u6d41'}, {u'\u573a\u5408': u'\u65e5\u5e38'}, {u'\u5b63\u8282': u'\u6625\u79cb'}, {u'\u6b3e\u5f0f': u'\u6237\u5916\u4f11\u95f2\u978b'}]",幸福街市场
